game_date,player_name,position,team_abbreviation,matchup,wl,min,pts,reb,ast,stl,blk,tov,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct
2024-01-13,Jalen Green,G,HOU,HOU @ BOS,L,20,10,3,1,0,0,1,3,9,0.333,2,5,0.4
2024-01-13,Jae'Sean Tate,F,HOU,HOU @ BOS,L,9,0,0,0,1,0,1,0,0,,0,0,
2024-01-13,Alperen Sengun,C,HOU,HOU @ BOS,L,24,19,10,3,4,0,3,8,17,0.471,0,2,0.0
2024-01-13,Jabari Smith Jr.,F,HOU,HOU @ BOS,L,27,9,6,2,0,0,2,4,11,0.364,0,4,0.0
2024-01-13,Al Horford,C-F,BOS,BOS vs. HOU,W,20,7,4,1,0,1,0,2,3,0.667,1,2,0.5
2024-01-13,Jrue Holiday,G,BOS,BOS vs. HOU,W,26,11,6,3,0,0,1,4,10,0.4,1,4,0.25
2024-01-13,Reggie Bullock Jr.,G-F,HOU,HOU @ BOS,L,8,3,3,1,0,1,0,1,1,1.0,1,1,1.0
2024-01-13,Aaron Holiday,G,HOU,HOU @ BOS,L,9,5,0,1,0,0,0,2,6,0.333,0,3,0.0
2024-01-13,Boban Marjanovic,C,HOU,HOU @ BOS,L,7,2,3,0,0,0,0,1,4,0.25,0,0,
2024-01-13,Cam Whitmore,F,HOU,HOU @ BOS,L,28,22,7,0,1,1,1,7,13,0.538,2,7,0.286
2024-01-13,Lamar Stevens,F,BOS,BOS vs. HOU,W,7,0,0,0,0,0,1,0,2,0.0,0,0,
2024-01-13,Sam Hauser,F,BOS,BOS vs. HOU,W,20,6,6,0,0,0,0,2,9,0.222,2,8,0.25
2024-01-13,Nate Williams,G,HOU,HOU @ BOS,L,9,5,2,0,0,0,0,2,3,0.667,0,0,
2024-01-13,Luke Kornet,C-F,BOS,BOS vs. HOU,W,14,2,2,0,0,1,0,1,2,0.5,0,0,
2024-01-13,Oshae Brissett,F-G,BOS,BOS vs. HOU,W,9,5,3,2,1,0,0,2,2,1.0,1,1,1.0
2024-01-13,Payton Pritchard,G,BOS,BOS vs. HOU,W,23,19,4,3,0,0,2,7,10,0.7,3,6,0.5
2024-01-13,Svi Mykhailiuk,G-F,BOS,BOS vs. HOU,W,9,6,1,0,0,0,0,2,5,0.4,2,3,0.667
2024-01-13,Amen Thompson,G-F,HOU,HOU @ BOS,L,25,10,10,3,3,0,4,3,10,0.3,0,0,
2024-01-13,Jock Landale,C,HOU,HOU @ BOS,L,12,2,3,1,0,0,0,1,6,0.167,0,3,0.0
2024-01-12,Paul George,F,LAC,LAC @ MEM,W,35,37,3,1,2,0,4,12,18,0.667,7,10,0.7
2024-01-12,Russell Westbrook,G,LAC,LAC @ MEM,W,16,12,2,2,0,0,1,5,11,0.455,1,3,0.333
2024-01-12,Jordan Miller,G,LAC,LAC @ MEM,W,4,2,2,0,0,0,0,1,2,0.5,0,0,
2024-01-12,Kobe Brown,F,LAC,LAC @ MEM,W,4,0,0,1,0,0,0,0,1,0.0,0,0,
2024-01-12,GG Jackson,F,MEM,MEM vs. LAC,L,9,4,5,1,0,0,0,1,5,0.2,0,1,0.0
2024-01-12,Vince Williams Jr.,G,MEM,MEM vs. LAC,L,27,6,3,1,1,0,1,2,6,0.333,2,5,0.4
2024-01-12,Ziaire Williams,F,MEM,MEM vs. LAC,L,19,13,3,2,0,0,1,5,12,0.417,3,5,0.6
2024-01-12,Brandon Boston Jr.,G,LAC,LAC @ MEM,W,4,0,0,0,0,0,0,0,3,0.0,0,1,0.0
2024-01-12,Desmond Bane,G,MEM,MEM vs. LAC,L,23,15,1,3,1,0,0,3,11,0.273,3,6,0.5
2024-01-12,John Konchar,G,MEM,MEM vs. LAC,L,6,0,1,1,0,0,0,0,1,0.0,0,1,0.0
2024-01-12,Terance Mann,G-F,LAC,LAC @ MEM,W,26,7,5,0,0,0,1,3,8,0.375,1,4,0.25
2024-01-12,Jaren Jackson Jr.,F-C,MEM,MEM vs. LAC,L,30,21,6,1,1,1,1,6,20,0.3,1,8,0.125
2024-01-12,Ivica Zubac,C,LAC,LAC @ MEM,W,22,6,11,0,0,2,0,2,5,0.4,0,0,
2024-01-12,Kawhi Leonard,F,LAC,LAC @ MEM,W,29,22,7,4,2,2,1,10,16,0.625,2,5,0.4
2024-01-12,James Harden,G,LAC,LAC @ MEM,W,28,11,1,9,1,0,3,3,7,0.429,2,4,0.5
2024-01-12,Jalen Green,G,HOU,HOU @ DET,W,39,28,4,3,2,1,1,9,25,0.36,2,9,0.222
2024-01-12,Jaden Ivey,G,DET,DET vs. HOU,L,28,18,7,8,0,1,3,8,19,0.421,1,6,0.167
2024-01-12,Cam Whitmore,F,HOU,HOU @ DET,W,15,3,1,0,0,0,0,1,7,0.143,1,5,0.2
2024-01-12,Ausar Thompson,G-F,DET,DET vs. HOU,L,18,4,8,0,0,0,1,2,3,0.667,0,1,0.0
2024-01-12,Jabari Smith Jr.,F,HOU,HOU @ DET,W,41,19,11,1,1,2,1,7,15,0.467,1,3,0.333
2024-01-12,Isaiah Livers,F,DET,DET vs. HOU,L,16,3,0,1,0,2,0,1,4,0.25,1,4,0.25
2024-01-12,Alperen Sengun,C,HOU,HOU @ DET,W,37,29,6,1,1,0,4,12,19,0.632,0,1,0.0
2024-01-12,Isaiah Stewart,F-C,DET,DET vs. HOU,L,29,16,7,1,0,0,3,6,13,0.462,3,8,0.375
2024-01-12,Killian Hayes,G,DET,DET vs. HOU,L,29,5,4,8,1,1,1,2,6,0.333,0,2,0.0
2024-01-12,Fred VanVleet,G,HOU,HOU @ DET,W,43,20,4,12,2,2,0,7,15,0.467,3,9,0.333
2024-01-12,Alec Burks,G,DET,DET vs. HOU,L,30,19,0,1,0,2,2,7,14,0.5,5,9,0.556
2024-01-12,Amen Thompson,G-F,HOU,HOU @ DET,W,8,2,1,2,1,0,0,1,2,0.5,0,0,
2024-01-12,Marcus Sasser,G,DET,DET vs. HOU,L,11,0,1,7,1,0,1,0,2,0.0,0,1,0.0
2024-01-12,Norman Powell,G,LAC,LAC @ MEM,W,24,11,5,0,0,0,1,5,8,0.625,0,2,0.0
2024-01-12,Luke Kennard,G,MEM,MEM vs. LAC,L,29,11,7,6,0,0,1,4,7,0.571,3,5,0.6
2024-01-12,Daniel Theis,F-C,LAC,LAC @ MEM,W,22,7,5,4,2,3,0,2,4,0.5,1,1,1.0
2024-01-12,Amir Coffey,G-F,LAC,LAC @ MEM,W,26,13,2,1,2,0,1,6,6,1.0,1,1,1.0
2024-01-12,Xavier Tillman,F,MEM,MEM vs. LAC,L,31,20,9,2,1,2,2,8,10,0.8,1,2,0.5
2024-01-12,Jake LaRavia,F,MEM,MEM vs. LAC,L,20,12,4,1,0,1,0,5,10,0.5,2,4,0.5
2024-01-12,David Roddy,F,MEM,MEM vs. LAC,L,27,17,6,4,1,0,2,7,11,0.636,3,5,0.6
2024-01-12,Jacob Gilyard,G,MEM,MEM vs. LAC,L,20,0,1,8,0,0,1,0,2,0.0,0,2,0.0
2024-01-12,Mike Conley,G,MIN,MIN vs. POR,W,20,9,4,10,0,0,0,3,7,0.429,3,5,0.6
2024-01-12,Rudy Gobert,C,MIN,MIN vs. POR,W,28,24,17,0,0,2,1,9,11,0.818,0,0,
2024-01-12,Shake Milton,G-F,MIN,MIN vs. POR,W,10,6,0,2,0,0,0,3,5,0.6,0,0,
2024-01-12,Anthony Edwards,G,MIN,MIN vs. POR,W,27,9,3,6,1,1,0,4,9,0.444,0,3,0.0
2024-01-12,Jaden McDaniels,F,MIN,MIN vs. POR,W,24,9,2,3,2,0,4,4,8,0.5,1,3,0.333
2024-01-12,Ibou Badji,C,POR,POR @ MIN,L,9,2,6,0,0,1,1,1,1,1.0,0,0,
2024-01-12,Scoot Henderson,G,POR,POR @ MIN,L,25,8,2,4,0,0,6,3,4,0.75,0,0,
2024-01-12,Josh Minott,F,MIN,MIN vs. POR,W,9,2,0,0,1,1,0,0,3,0.0,0,0,
2024-01-12,Kris Murray,F,POR,POR @ MIN,L,9,2,0,1,1,0,0,0,1,0.0,0,0,
2024-01-12,Rayan Rupert,G-F,POR,POR @ MIN,L,7,3,1,1,0,0,0,1,2,0.5,0,0,
2024-01-12,Duop Reath,C,POR,POR @ MIN,L,24,14,6,0,1,1,1,6,14,0.429,2,6,0.333
2024-01-12,Wendell Moore Jr.,G,MIN,MIN vs. POR,W,8,4,0,0,2,0,0,2,2,1.0,0,0,
2024-01-12,Troy Brown Jr.,G-F,MIN,MIN vs. POR,W,9,6,2,3,0,0,3,2,5,0.4,2,5,0.4
2024-01-12,Leonard Miller,F,MIN,MIN vs. POR,W,8,4,2,0,1,1,1,2,4,0.5,0,2,0.0
2024-01-12,Toumani Camara,F,POR,POR @ MIN,L,25,14,5,0,0,1,3,5,8,0.625,1,3,0.333
2024-01-12,Justin Minaya,F,POR,POR @ MIN,L,9,3,0,2,1,1,0,1,1,1.0,1,1,1.0
2024-01-12,Jerami Grant,F,POR,POR @ MIN,L,31,13,0,1,2,0,0,4,15,0.267,2,7,0.286
2024-01-12,Kyle Anderson,F-G,MIN,MIN vs. POR,W,15,2,2,1,0,0,2,1,2,0.5,0,0,
2024-01-12,Karl-Anthony Towns,C-F,MIN,MIN vs. POR,W,28,23,8,1,2,0,0,7,8,0.875,3,3,1.0
2024-01-12,Malcolm Brogdon,G,POR,POR @ MIN,L,26,9,2,3,0,0,1,2,7,0.286,2,5,0.4
2024-01-12,Anfernee Simons,G,POR,POR @ MIN,L,29,5,2,3,0,1,3,0,10,0.0,0,2,0.0
2024-01-12,Jordan McLaughlin,G,MIN,MIN vs. POR,W,13,2,0,5,1,0,2,1,3,0.333,0,2,0.0
2024-01-12,Jalen Duren,C,DET,DET vs. HOU,L,32,15,8,3,2,1,2,7,12,0.583,0,0,
2024-01-12,Jae'Sean Tate,F,HOU,HOU @ DET,W,20,2,7,1,0,0,1,1,2,0.5,0,0,
2024-01-12,Clint Capela,C,ATL,ATL vs. IND,L,22,7,5,1,1,1,0,3,5,0.6,0,0,
2024-01-12,Myles Turner,C-F,IND,IND @ ATL,W,26,12,7,4,2,2,3,5,9,0.556,0,3,0.0
2024-01-12,Dejounte Murray,G,ATL,ATL vs. IND,L,32,29,4,4,3,0,3,13,18,0.722,3,6,0.5
2024-01-12,Bruce Brown,G-F,IND,IND @ ATL,W,21,12,1,4,0,0,2,5,9,0.556,2,3,0.667
2024-01-12,Bruno Fernando,F-C,ATL,ATL vs. IND,L,4,0,1,0,0,0,0,0,1,0.0,0,1,0.0
2024-01-12,Aaron Nesmith,G-F,IND,IND @ ATL,W,21,13,4,0,1,0,1,5,6,0.833,3,3,1.0
2024-01-12,Saddiq Bey,G-F,ATL,ATL vs. IND,L,31,17,4,2,1,0,0,3,10,0.3,3,7,0.429
2024-01-12,Jalen Smith,F-C,IND,IND @ ATL,W,19,6,7,0,0,0,0,3,7,0.429,0,0,
2024-01-12,Trent Forrest,G,ATL,ATL vs. IND,L,20,4,0,6,1,0,1,2,5,0.4,0,0,
2024-01-12,Kendall Brown,G,IND,IND @ ATL,W,4,0,0,0,0,0,0,0,0,,0,0,
2024-01-12,Oscar Tshiebwe,F-C,IND,IND @ ATL,W,4,4,1,0,0,0,0,2,2,1.0,0,0,
2024-01-12,Seth Lundy,G-F,ATL,ATL vs. IND,L,4,2,0,0,0,0,0,0,1,0.0,0,1,0.0
2024-01-12,Ben Sheppard,G,IND,IND @ ATL,W,4,0,0,0,0,0,0,0,0,,0,0,
2024-01-12,Patty Mills,G,ATL,ATL vs. IND,L,15,2,1,0,1,0,0,1,3,0.333,0,1,0.0
2024-01-12,Bogdan Bogdanovic,G,ATL,ATL vs. IND,L,25,10,5,2,3,0,2,3,12,0.25,2,5,0.4
2024-01-12,T.J. McConnell,G,IND,IND @ ATL,W,25,6,4,14,3,1,5,3,5,0.6,0,0,
2024-01-12,Buddy Hield,G,IND,IND @ ATL,W,23,18,3,2,0,3,2,7,11,0.636,4,6,0.667
2024-01-12,Trae Young,G,ATL,ATL vs. IND,L,30,13,3,6,2,0,5,4,17,0.235,2,6,0.333
2024-01-12,Jalen Johnson,F,ATL,ATL vs. IND,L,32,16,4,3,2,0,3,7,11,0.636,1,2,0.5
2024-01-12,Bennedict Mathurin,G-F,IND,IND @ ATL,W,27,15,1,3,0,0,5,6,9,0.667,0,1,0.0
2024-01-12,Andrew Nembhard,G-F,IND,IND @ ATL,W,23,10,4,6,2,0,4,4,6,0.667,2,2,1.0
2024-01-12,Jordan Nwora,F,IND,IND @ ATL,W,4,0,1,2,0,0,0,0,1,0.0,0,0,
2024-01-12,AJ Griffin,F,ATL,ATL vs. IND,L,4,2,0,0,0,1,0,1,2,0.5,0,1,0.0
2024-01-12,Obi Toppin,F,IND,IND @ ATL,W,21,18,7,4,0,0,1,7,7,1.0,0,0,
2024-01-12,Onyeka Okongwu,F-C,ATL,ATL vs. IND,L,23,6,1,1,0,0,0,3,4,0.75,0,0,
2024-01-12,Isaiah Jackson,F,IND,IND @ ATL,W,18,12,5,2,4,3,2,6,7,0.857,0,0,
2024-01-12,Marcus Morris Sr.,F,PHI,PHI vs. SAC,W,17,0,4,0,0,0,1,0,5,0.0,0,0,
2024-01-12,Harrison Barnes,F,SAC,SAC @ PHI,L,21,4,2,0,1,0,1,1,5,0.2,0,4,0.0
2024-01-12,Domantas Sabonis,F-C,SAC,SAC @ PHI,L,33,14,12,5,0,0,4,6,10,0.6,0,0,
2024-01-12,De'Anthony Melton,G,PHI,PHI vs. SAC,W,25,6,4,3,1,0,1,2,9,0.222,2,8,0.25
2024-01-12,Juan Toscano-Anderson,F,SAC,SAC @ PHI,L,3,3,0,0,0,0,0,1,2,0.5,1,1,1.0
2024-01-12,Jaden Springer,G,PHI,PHI vs. SAC,W,3,2,1,0,0,0,0,1,3,0.333,0,0,
2024-01-12,Chris Duarte,G,SAC,SAC @ PHI,L,10,1,3,0,0,0,1,0,2,0.0,0,1,0.0
2024-01-12,Davion Mitchell,G,SAC,SAC @ PHI,L,6,4,0,0,0,0,0,2,3,0.667,0,0,
2024-01-12,Keegan Murray,F,SAC,SAC @ PHI,L,35,15,8,3,1,2,2,6,14,0.429,3,7,0.429
2024-01-12,Kessler Edwards,F,SAC,SAC @ PHI,L,6,2,1,0,0,0,0,1,3,0.333,0,1,0.0
2024-01-12,Patrick Beverley,G,PHI,PHI vs. SAC,W,27,4,9,7,0,0,3,2,8,0.25,0,4,0.0
2024-01-12,Tobias Harris,F,PHI,PHI vs. SAC,W,36,37,7,3,3,0,3,14,25,0.56,3,7,0.429
2024-01-12,Alex Len,C,SAC,SAC @ PHI,L,8,2,4,1,0,0,0,1,1,1.0,0,0,
2024-01-12,Trey Lyles,F,SAC,SAC @ PHI,L,22,5,3,0,0,0,0,2,8,0.25,1,5,0.2
2024-01-12,De'Aaron Fox,G,SAC,SAC @ PHI,L,38,21,5,4,1,0,2,5,15,0.333,2,7,0.286
2024-01-12,Malik Monk,G,SAC,SAC @ PHI,L,27,15,1,4,2,1,2,5,17,0.294,0,7,0.0
2024-01-12,Mo Bamba,C,PHI,PHI vs. SAC,W,20,11,3,0,1,4,2,4,6,0.667,2,2,1.0
2024-01-12,Tyrese Maxey,G,PHI,PHI vs. SAC,W,40,21,3,4,3,2,3,6,17,0.353,3,6,0.5
2024-01-12,Keon Ellis,G,SAC,SAC @ PHI,L,10,3,2,0,0,0,2,1,3,0.333,1,2,0.5
2024-01-12,Colby Jones,G,SAC,SAC @ PHI,L,9,0,3,3,1,0,1,0,4,0.0,0,1,0.0
2024-01-12,Sasha Vezenkov,F,SAC,SAC @ PHI,L,9,2,5,0,0,0,1,1,5,0.2,0,1,0.0
2024-01-12,JaVale McGee,C-F,SAC,SAC @ PHI,L,5,2,5,0,0,1,0,0,3,0.0,0,1,0.0
2024-01-12,Danuel House Jr.,F-G,PHI,PHI vs. SAC,W,14,4,2,1,0,0,0,1,2,0.5,0,1,0.0
2024-01-12,Furkan Korkmaz,G-F,PHI,PHI vs. SAC,W,3,3,0,0,1,0,0,1,3,0.333,1,2,0.5
2024-01-12,KJ Martin,F,PHI,PHI vs. SAC,W,3,2,0,0,0,0,0,1,1,1.0,0,0,
2024-01-12,Nicolas Batum,G-F,PHI,PHI vs. SAC,W,25,14,5,3,0,0,0,5,5,1.0,4,4,1.0
2024-01-12,Paul Reed,F,PHI,PHI vs. SAC,W,24,8,8,2,2,3,0,3,9,0.333,0,1,0.0
2024-01-12,Jeff Green,F,HOU,HOU @ DET,W,13,6,2,0,0,0,1,2,2,1.0,0,0,
2024-01-12,Reggie Bullock Jr.,G-F,HOU,HOU @ DET,W,21,3,4,1,1,0,1,1,3,0.333,1,3,0.333
2024-01-12,Marvin Bagley III,F,DET,DET vs. HOU,L,12,11,4,1,1,0,0,4,6,0.667,0,0,
2024-01-12,Aaron Holiday,G,HOU,HOU @ DET,W,3,0,1,0,0,0,0,0,0,,0,0,
2024-01-12,Kevin Knox II,F,DET,DET vs. HOU,L,35,19,7,2,1,2,1,7,9,0.778,2,4,0.5
2024-01-12,Nickeil Alexander-Walker,G,MIN,MIN vs. POR,W,19,2,2,3,2,0,2,1,3,0.333,0,2,0.0
2024-01-12,Naz Reid,C-F,MIN,MIN vs. POR,W,21,14,3,1,2,0,0,5,10,0.5,2,6,0.333
2024-01-12,Bryce McGowens,G,CHA,CHA @ SAS,L,24,12,0,0,1,0,4,5,7,0.714,1,2,0.5
2024-01-12,Victor Wembanyama,F-C,SAS,SAS vs. CHA,W,20,26,11,1,0,2,3,9,14,0.643,2,3,0.667
2024-01-12,Nick Smith Jr.,G,CHA,CHA @ SAS,L,25,9,6,5,0,0,1,4,9,0.444,1,3,0.333
2024-01-12,Nathan Mensah,C,CHA,CHA @ SAS,L,19,0,7,2,0,0,2,0,4,0.0,0,0,
2024-01-12,Blake Wesley,G,SAS,SAS vs. CHA,W,17,4,2,3,1,0,0,2,3,0.667,0,0,
2024-01-12,Devonte' Graham,G,SAS,SAS vs. CHA,W,10,8,0,2,1,0,0,3,5,0.6,2,4,0.5
2024-01-12,Garrett Temple,G-F,TOR,TOR @ UTA,L,8,0,1,2,0,0,1,0,1,0.0,0,1,0.0
2024-01-12,Dennis Schroder,G,TOR,TOR @ UTA,L,23,12,0,4,1,0,1,4,9,0.444,4,7,0.571
2024-01-12,Kris Dunn,G,UTA,UTA vs. TOR,W,17,6,5,5,1,2,2,3,4,0.75,0,1,0.0
2024-01-12,Pascal Siakam,F,TOR,TOR @ UTA,L,30,27,4,2,0,0,2,8,14,0.571,5,6,0.833
2024-01-12,Lauri Markkanen,F-C,UTA,UTA vs. TOR,W,29,22,9,2,1,0,3,7,11,0.636,4,6,0.667
2024-01-12,John Collins,F-C,UTA,UTA vs. TOR,W,14,4,7,1,0,0,1,2,3,0.667,0,1,0.0
2024-01-12,Chris Boucher,F,TOR,TOR @ UTA,L,12,7,0,0,0,0,1,2,4,0.5,1,3,0.333
2024-01-12,Jontay Porter,C-F,TOR,TOR @ UTA,L,31,9,6,6,2,2,0,3,8,0.375,1,4,0.25
2024-01-12,Collin Sexton,G,UTA,UTA vs. TOR,W,20,20,2,5,2,0,2,5,10,0.5,3,3,1.0
2024-01-12,Gary Trent Jr.,G,TOR,TOR @ UTA,L,22,5,1,2,0,0,1,2,6,0.333,1,2,0.5
2024-01-12,Jalen McDaniels,F,TOR,TOR @ UTA,L,8,15,3,0,1,0,1,4,5,0.8,0,0,
2024-01-12,Luka Samanic,F,UTA,UTA vs. TOR,W,6,4,1,0,0,0,1,1,2,0.5,0,0,
2024-01-12,Omer Yurtseven,C,UTA,UTA vs. TOR,W,5,4,4,0,0,0,0,2,2,1.0,0,0,
2024-01-12,Simone Fontecchio,F,UTA,UTA vs. TOR,W,23,13,2,0,0,1,0,5,9,0.556,3,5,0.6
2024-01-12,Taylor Hendricks,F,UTA,UTA vs. TOR,W,4,6,1,1,1,0,0,2,2,1.0,2,2,1.0
2024-01-12,Brice Sensabaugh,F,UTA,UTA vs. TOR,W,4,5,0,2,0,0,0,2,4,0.5,1,2,0.5
2024-01-12,Thaddeus Young,F,TOR,TOR @ UTA,L,12,0,2,2,0,0,0,0,1,0.0,0,0,
2024-01-12,Kelly Olynyk,F-C,UTA,UTA vs. TOR,W,21,11,10,5,1,0,1,4,7,0.571,1,2,0.5
2024-01-12,Jordan Clarkson,G,UTA,UTA vs. TOR,W,31,21,1,5,0,0,0,8,16,0.5,5,9,0.556
2024-01-12,RJ Barrett,F-G,TOR,TOR @ UTA,L,30,4,7,2,1,3,2,2,9,0.222,0,2,0.0
2024-01-12,Immanuel Quickley,G,TOR,TOR @ UTA,L,25,15,3,0,0,0,1,4,8,0.5,3,3,1.0
2024-01-12,Ochai Agbaji,G,UTA,UTA vs. TOR,W,22,8,5,1,0,2,0,3,8,0.375,2,7,0.286
2024-01-12,Scottie Barnes,F-G,TOR,TOR @ UTA,L,28,19,3,3,0,3,3,6,13,0.462,2,4,0.5
2024-01-12,Walker Kessler,C,UTA,UTA vs. TOR,W,20,12,6,1,1,3,0,5,5,1.0,0,0,
2024-01-12,Gradey Dick,G-F,TOR,TOR @ UTA,L,12,0,1,2,0,0,0,0,3,0.0,0,2,0.0
2024-01-12,Keyonte George,G,UTA,UTA vs. TOR,W,24,9,3,6,0,0,3,3,10,0.3,0,5,0.0
2024-01-12,Jonas Valanciunas,C,NOP,NOP @ DEN,L,26,17,6,1,0,0,0,5,11,0.455,1,3,0.333
2024-01-12,Justin Holiday,F-G,DEN,DEN vs. NOP,W,2,0,0,0,0,0,1,0,0,,0,0,
2024-01-12,Kentavious Caldwell-Pope,G,DEN,DEN vs. NOP,W,31,11,2,3,2,0,0,4,9,0.444,3,6,0.5
2024-01-12,Aaron Gordon,F,DEN,DEN vs. NOP,W,31,15,5,2,0,0,2,7,12,0.583,0,2,0.0
2024-01-12,Nikola Jokic,C,DEN,DEN vs. NOP,W,32,27,10,14,0,1,2,11,17,0.647,1,2,0.5
2024-01-12,Brandon Ingram,F,NOP,NOP @ DEN,L,34,9,4,6,0,0,2,4,11,0.364,0,1,0.0
2024-01-12,Michael Porter Jr.,F,DEN,DEN vs. NOP,W,33,20,10,1,1,1,1,8,12,0.667,2,5,0.4
2024-01-12,Zeke Nnaji,F-C,DEN,DEN vs. NOP,W,2,0,0,0,0,0,0,0,1,0.0,0,0,
2024-01-12,Naji Marshall,F,NOP,NOP @ DEN,L,12,6,2,0,0,0,0,2,5,0.4,0,2,0.0
2024-01-12,Braxton Key,F,DEN,DEN vs. NOP,W,1,0,0,0,0,0,1,0,0,,0,0,
2024-01-12,Herbert Jones,F,NOP,NOP @ DEN,L,19,8,1,1,0,1,1,3,4,0.75,2,2,1.0
2024-01-12,E.J. Liddell,F,NOP,NOP @ DEN,L,2,0,1,1,0,0,0,0,0,,0,0,
2024-01-12,Jose Alvarado,G,NOP,NOP @ DEN,L,17,10,1,1,1,0,1,3,7,0.429,2,3,0.667
2024-01-12,Jay Huff,C,DEN,DEN vs. NOP,W,2,0,1,0,0,0,0,0,0,,0,0,
2024-01-12,Collin Gillespie,G,DEN,DEN vs. NOP,W,2,2,0,0,0,0,0,1,1,1.0,0,0,
2024-01-12,Jordan Hawkins,G,NOP,NOP @ DEN,L,2,0,0,0,0,0,0,0,0,,0,0,
2024-01-12,DeAndre Jordan,C,DEN,DEN vs. NOP,W,14,6,7,1,0,1,0,2,2,1.0,0,0,
2024-01-12,Reggie Jackson,G,DEN,DEN vs. NOP,W,24,12,2,0,1,0,3,5,10,0.5,2,5,0.4
2024-01-12,CJ McCollum,G,NOP,NOP @ DEN,L,30,12,5,7,1,0,2,4,10,0.4,3,8,0.375
2024-01-12,Larry Nance Jr.,F-C,NOP,NOP @ DEN,L,20,13,2,1,2,1,1,5,6,0.833,3,4,0.75
2024-01-12,Jamal Murray,G,DEN,DEN vs. NOP,W,34,20,2,9,0,0,2,8,15,0.533,3,5,0.6
2024-01-12,Zion Williamson,F,NOP,NOP @ DEN,L,35,30,6,5,0,1,1,13,22,0.591,0,0,
2024-01-12,Trey Murphy III,F,NOP,NOP @ DEN,L,28,6,3,4,2,0,0,2,9,0.222,2,8,0.25
2024-01-12,Dyson Daniels,G,NOP,NOP @ DEN,L,15,2,4,3,3,0,0,1,4,0.25,0,2,0.0
2024-01-12,Christian Braun,G,DEN,DEN vs. NOP,W,17,4,6,0,0,0,3,1,4,0.25,1,4,0.25
2024-01-12,Peyton Watson,G,DEN,DEN vs. NOP,W,15,8,3,0,1,1,0,3,7,0.429,2,4,0.5
2024-01-12,Jeremy Sochan,F,SAS,SAS vs. CHA,W,26,13,6,4,2,1,1,5,7,0.714,1,2,0.5
2024-01-12,JT Thor,F,CHA,CHA @ SAS,L,19,5,4,0,0,0,1,2,7,0.286,1,3,0.333
2024-01-12,Matisse Thybulle,G-F,POR,POR @ MIN,L,14,3,1,0,2,0,0,1,3,0.333,1,2,0.5
2024-01-12,Jabari Walker,F,POR,POR @ MIN,L,32,17,13,3,1,0,4,6,11,0.545,1,2,0.5
2024-01-12,Goga Bitadze,C-F,ORL,ORL @ MIA,L,19,2,9,1,1,1,0,1,1,1.0,0,0,
2024-01-12,Haywood Highsmith,F,MIA,MIA vs. ORL,W,32,7,8,1,1,0,1,2,5,0.4,1,3,0.333
2024-01-12,Trevelin Queen,G,ORL,ORL @ MIA,L,7,0,1,0,0,0,1,0,1,0.0,0,1,0.0
2024-01-12,Jalen Suggs,G,ORL,ORL @ MIA,L,14,2,0,0,0,3,0,1,5,0.2,0,4,0.0
2024-01-12,Paolo Banchero,F,ORL,ORL @ MIA,L,36,25,8,6,0,0,4,10,26,0.385,1,7,0.143
2024-01-12,Nikola Jovic,F,MIA,MIA vs. ORL,W,25,4,3,4,0,0,2,1,8,0.125,1,4,0.25
2024-01-12,Jaime Jaquez Jr.,G,MIA,MIA vs. ORL,W,37,19,7,3,1,0,3,8,16,0.5,0,2,0.0
2024-01-12,Caleb Houstan,G,ORL,ORL @ MIA,L,32,9,2,3,0,0,0,3,9,0.333,3,9,0.333
2024-01-12,Anthony Black,G,ORL,ORL @ MIA,L,9,1,3,1,1,0,0,0,1,0.0,0,0,
2024-01-12,Kevin Love,F-C,MIA,MIA vs. ORL,W,16,5,3,1,1,0,1,2,6,0.333,1,4,0.25
2024-01-12,Joe Ingles,F-G,ORL,ORL @ MIA,L,20,14,0,6,3,0,2,5,10,0.5,4,8,0.5
2024-01-12,Josh Richardson,G,MIA,MIA vs. ORL,W,25,9,1,2,1,0,2,4,6,0.667,0,1,0.0
2024-01-12,Markelle Fultz,G,ORL,ORL @ MIA,L,17,3,3,3,2,1,2,1,2,0.5,0,0,
2024-01-12,Bam Adebayo,C-F,MIA,MIA vs. ORL,W,39,21,11,7,0,1,4,8,17,0.471,0,0,
2024-01-12,Caleb Martin,F,MIA,MIA vs. ORL,W,24,11,4,2,1,0,0,3,6,0.5,1,2,0.5
2024-01-12,Moritz Wagner,F-C,ORL,ORL @ MIA,L,29,19,5,4,1,1,1,7,9,0.778,0,1,0.0
2024-01-12,Duncan Robinson,F,MIA,MIA vs. ORL,W,41,23,4,3,1,0,3,9,19,0.474,4,10,0.4
2024-01-12,Chuma Okeke,F,ORL,ORL @ MIA,L,29,16,4,2,0,1,1,6,10,0.6,4,8,0.5
2024-01-12,Cole Anthony,G,ORL,ORL @ MIA,L,27,5,3,0,2,1,0,2,8,0.25,0,2,0.0
2024-01-12,Stephen Curry,G,GSW,GSW @ CHI,W,35,27,5,9,1,0,1,8,24,0.333,6,15,0.4
2024-01-12,Nikola Vucevic,C,CHI,CHI vs. GSW,L,33,14,7,2,0,0,3,6,12,0.5,2,5,0.4
