game_date,player_name,position,team_abbreviation,matchup,wl,min,pts,reb,ast,stl,blk,tov,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct
2023-11-29,Jordan Ford,G,SAC,SAC vs. LAC,L,1,0,0,0,0,0,0,0,0,,0,0,
2023-11-29,Jalen Slawson,F,SAC,SAC vs. LAC,L,1,0,0,0,0,0,0,0,0,,0,0,
2023-11-29,Terance Mann,G-F,LAC,LAC @ SAC,W,31,18,3,1,0,0,0,8,12,0.667,1,3,0.333
2023-11-29,Colby Jones,G,SAC,SAC vs. LAC,L,1,2,1,0,0,0,1,1,2,0.5,0,1,0.0
2023-11-29,Kessler Edwards,F,SAC,SAC vs. LAC,L,7,0,1,0,0,0,0,0,1,0.0,0,1,0.0
2023-11-29,Bones Hyland,G,LAC,LAC @ SAC,W,1,0,0,0,1,0,0,0,0,,0,0,
2023-11-29,Chris Duarte,G,SAC,SAC vs. LAC,L,13,7,3,0,0,0,0,3,6,0.5,0,2,0.0
2023-11-29,Amir Coffey,G-F,LAC,LAC @ SAC,W,1,0,0,0,0,0,0,0,0,,0,0,
2023-11-29,Ivica Zubac,C,LAC,LAC @ SAC,W,30,14,8,3,0,3,0,7,12,0.583,0,0,
2023-11-29,Domantas Sabonis,F-C,SAC,SAC vs. LAC,L,31,11,5,3,0,0,1,3,12,0.25,2,3,0.667
2023-11-29,Harrison Barnes,F,SAC,SAC vs. LAC,L,34,9,5,4,1,0,0,3,7,0.429,1,3,0.333
2023-11-29,Kawhi Leonard,F,LAC,LAC @ SAC,W,37,34,9,3,1,2,0,14,18,0.778,2,3,0.667
2023-11-29,James Harden,G,LAC,LAC @ SAC,W,39,26,3,6,5,0,2,8,14,0.571,5,8,0.625
2023-11-29,JaVale McGee,C-F,SAC,SAC vs. LAC,L,5,2,5,0,0,0,1,1,1,1.0,0,0,
2023-11-29,Vince Williams Jr.,G,MEM,MEM vs. UTA,W,20,3,8,2,1,0,2,1,3,0.333,1,3,0.333
2023-11-29,Santi Aldama,F-C,MEM,MEM vs. UTA,W,25,11,4,1,1,1,1,4,9,0.444,1,4,0.25
2023-11-29,Ochai Agbaji,G,UTA,UTA @ MEM,L,21,5,4,3,0,0,1,2,5,0.4,1,4,0.25
2023-11-29,Ziaire Williams,F,MEM,MEM vs. UTA,W,25,15,8,0,2,0,2,6,8,0.75,3,3,1.0
2023-11-29,Jaylen Nowell,G,MEM,MEM vs. UTA,W,18,0,2,1,0,0,0,0,6,0.0,0,3,0.0
2023-11-29,Talen Horton-Tucker,G,UTA,UTA @ MEM,L,24,5,4,3,1,1,2,2,12,0.167,1,5,0.2
2023-11-29,Collin Sexton,G,UTA,UTA @ MEM,L,22,9,1,3,1,0,2,3,10,0.3,1,4,0.25
2023-11-29,Jaren Jackson Jr.,F-C,MEM,MEM vs. UTA,W,35,20,6,1,1,6,1,8,19,0.421,0,3,0.0
2023-11-29,John Collins,F-C,UTA,UTA @ MEM,L,29,17,4,1,1,0,1,7,14,0.5,3,5,0.6
2023-11-29,Christian Braun,G,DEN,DEN vs. HOU,W,19,11,3,1,0,0,2,4,7,0.571,1,2,0.5
2023-11-29,Julian Strawther,G,DEN,DEN vs. HOU,W,13,0,1,1,0,0,0,0,4,0.0,0,2,0.0
2023-11-29,Drew Eubanks,F-C,PHX,PHX @ TOR,L,18,4,4,1,0,1,0,2,6,0.333,0,0,
2023-11-29,Keita Bates-Diop,F,PHX,PHX @ TOR,L,13,9,3,0,0,0,0,3,5,0.6,0,1,0.0
2023-11-29,Devin Booker,G,PHX,PHX @ TOR,L,33,8,5,5,0,0,2,2,12,0.167,0,4,0.0
2023-11-29,Jordan Goodwin,G,PHX,PHX @ TOR,L,23,9,6,4,0,0,2,4,8,0.5,1,3,0.333
2023-11-29,Malachi Flynn,G,TOR,TOR vs. PHX,W,14,2,5,1,0,0,1,0,3,0.0,0,3,0.0
2023-11-29,Precious Achiuwa,F,TOR,TOR vs. PHX,W,18,14,10,1,2,0,1,5,10,0.5,1,1,1.0
2023-11-29,Jalen McDaniels,F,TOR,TOR vs. PHX,W,9,0,0,0,0,0,2,0,1,0.0,0,1,0.0
2023-11-29,Yuta Watanabe,G-F,PHX,PHX @ TOR,L,16,1,1,0,1,2,1,0,5,0.0,0,3,0.0
2023-11-29,Gary Trent Jr.,G,TOR,TOR vs. PHX,W,25,13,5,2,0,0,0,5,13,0.385,3,7,0.429
2023-11-29,Josh Okogie,G,PHX,PHX @ TOR,L,24,10,7,2,0,0,0,2,4,0.5,0,0,
2023-11-29,Tyus Jones,G,WAS,WAS @ ORL,L,21,7,3,4,2,0,0,3,10,0.3,0,2,0.0
2023-11-29,Goga Bitadze,C-F,ORL,ORL vs. WAS,W,24,8,7,2,0,1,1,2,5,0.4,0,0,
2023-11-29,Chuma Okeke,F,ORL,ORL vs. WAS,W,5,0,0,2,0,0,0,0,2,0.0,0,1,0.0
2023-11-29,Daniel Gafford,F-C,WAS,WAS @ ORL,L,26,4,3,4,1,2,0,2,2,1.0,0,0,
2023-11-29,Jordan Poole,G,WAS,WAS @ ORL,L,26,19,5,2,2,1,2,5,12,0.417,4,7,0.571
2023-11-29,Admiral Schofield,F,ORL,ORL vs. WAS,W,4,0,0,0,0,0,0,0,0,,0,0,
2023-11-29,Jared Butler,G,WAS,WAS @ ORL,L,5,4,0,3,2,0,0,1,2,0.5,0,1,0.0
2023-11-29,Anthony Gill,F,WAS,WAS @ ORL,L,5,0,1,0,0,0,0,0,1,0.0,0,1,0.0
2023-11-29,Jalen Suggs,G,ORL,ORL vs. WAS,W,29,22,3,3,2,0,2,9,15,0.6,3,6,0.5
2023-11-29,Paolo Banchero,F,ORL,ORL vs. WAS,W,27,6,4,4,0,0,4,2,8,0.25,0,0,
2023-11-29,Johnny Davis,G,WAS,WAS @ ORL,L,10,0,1,0,1,0,0,0,1,0.0,0,0,
2023-11-29,Caleb Houstan,G,ORL,ORL vs. WAS,W,10,9,3,1,0,0,1,3,3,1.0,3,3,1.0
2023-11-29,Anthony Black,G,ORL,ORL vs. WAS,W,27,7,5,3,0,1,2,3,5,0.6,1,2,0.5
2023-11-29,Eugene Omoruyi,F,WAS,WAS @ ORL,L,10,10,1,1,1,0,0,3,5,0.6,1,2,0.5
2023-11-29,Kyle Kuzma,F,WAS,WAS @ ORL,L,35,23,3,6,0,0,4,9,20,0.45,1,4,0.25
2023-11-29,Danilo Gallinari,F,WAS,WAS @ ORL,L,12,6,1,0,0,0,0,1,4,0.25,0,1,0.0
2023-11-29,Gary Harris,G,ORL,ORL vs. WAS,W,19,8,2,4,2,0,1,2,2,1.0,2,2,1.0
2023-11-29,Joe Ingles,F-G,ORL,ORL vs. WAS,W,20,12,4,6,1,0,2,5,7,0.714,1,1,1.0
2023-11-29,Landry Shamet,G,WAS,WAS @ ORL,L,18,5,1,1,1,0,1,2,6,0.333,1,3,0.333
2023-11-29,Moritz Wagner,F-C,ORL,ORL vs. WAS,W,19,11,4,1,0,1,2,5,7,0.714,0,1,0.0
2023-11-29,Deni Avdija,F,WAS,WAS @ ORL,L,28,22,4,5,2,0,0,9,12,0.75,1,2,0.5
2023-11-29,Cole Anthony,G,ORL,ORL vs. WAS,W,26,25,6,5,0,2,1,9,16,0.563,3,5,0.6
2023-11-29,Franz Wagner,F,ORL,ORL vs. WAS,W,31,31,6,3,0,1,2,11,14,0.786,4,6,0.667
2023-11-29,Bilal Coulibaly,G,WAS,WAS @ ORL,L,25,7,5,0,0,0,2,2,5,0.4,1,1,1.0
2023-11-29,Corey Kispert,F,WAS,WAS @ ORL,L,20,13,1,2,2,0,1,4,7,0.571,2,5,0.4
2023-11-29,Kevin Durant,F,PHX,PHX @ TOR,L,36,30,4,6,1,0,1,11,30,0.367,2,8,0.25
2023-11-29,Eric Gordon,G,PHX,PHX @ TOR,L,34,10,1,1,1,0,0,4,9,0.444,2,5,0.4
2023-11-29,Dennis Schroder,G,TOR,TOR vs. PHX,W,34,8,6,12,1,0,0,3,11,0.273,1,2,0.5
2023-11-29,Jusuf Nurkic,C,PHX,PHX @ TOR,L,30,19,14,6,0,2,2,8,12,0.667,1,1,1.0
2023-11-29,Jakob Poeltl,C,TOR,TOR vs. PHX,W,30,17,4,1,0,1,2,8,9,0.889,0,0,
2023-11-29,Pascal Siakam,F,TOR,TOR vs. PHX,W,36,22,9,3,1,0,3,9,21,0.429,1,5,0.2
2023-11-29,OG Anunoby,F-G,TOR,TOR vs. PHX,W,34,13,3,1,3,1,0,5,10,0.5,3,5,0.6
2023-11-29,Chris Boucher,F,TOR,TOR vs. PHX,W,3,0,0,0,0,0,0,0,0,,0,0,
2023-11-29,Scottie Barnes,F-G,TOR,TOR vs. PHX,W,38,23,7,4,0,3,0,7,15,0.467,1,3,0.333
2023-11-29,Nicolas Batum,G-F,PHI,PHI @ NOP,L,14,3,1,0,0,0,1,1,1,1.0,1,1,1.0
2023-11-29,Tari Eason,F,HOU,HOU @ DEN,L,17,4,2,0,0,2,0,2,5,0.4,0,1,0.0
2023-11-29,Jalen Green,G,HOU,HOU @ DEN,L,34,26,6,9,0,1,2,8,12,0.667,5,8,0.625
2023-11-29,Zeke Nnaji,F-C,DEN,DEN vs. HOU,W,18,7,3,0,0,1,0,2,4,0.5,0,0,
2023-11-29,Jock Landale,C,HOU,HOU @ DEN,L,14,6,1,0,1,0,1,2,4,0.5,0,1,0.0
2023-11-29,Michael Porter Jr.,F,DEN,DEN vs. HOU,W,34,30,10,5,1,0,0,11,17,0.647,7,12,0.583
2023-11-29,Aaron Holiday,G,HOU,HOU @ DEN,L,35,9,3,5,0,0,0,4,10,0.4,0,5,0.0
2023-11-29,Jamal Murray,G,DEN,DEN vs. HOU,W,22,16,6,6,0,0,0,4,14,0.286,3,8,0.375
2023-11-29,Jeff Green,F,HOU,HOU @ DEN,L,22,12,2,2,1,1,0,4,6,0.667,2,3,0.667
2023-11-29,Hunter Tyson,F,DEN,DEN vs. HOU,W,3,0,0,0,0,0,0,0,0,,0,0,
2023-11-29,Cam Whitmore,F,HOU,HOU @ DEN,L,6,8,2,0,0,0,0,3,4,0.75,1,2,0.5
2023-11-29,Nate Williams,G,HOU,HOU @ DEN,L,6,2,0,1,0,0,0,1,2,0.5,0,0,
2023-11-29,Jermaine Samuels Jr.,F,HOU,HOU @ DEN,L,6,0,2,2,0,0,0,0,1,0.0,0,1,0.0
2023-11-29,Collin Gillespie,G,DEN,DEN vs. HOU,W,3,0,0,0,0,0,1,0,1,0.0,0,1,0.0
2023-11-29,Jabari Smith Jr.,F,HOU,HOU @ DEN,L,32,15,7,2,0,1,0,6,14,0.429,2,7,0.286
2023-11-29,Alperen Sengun,C,HOU,HOU @ DEN,L,28,22,7,4,1,0,1,10,18,0.556,2,6,0.333
2023-11-29,Braxton Key,F,DEN,DEN vs. HOU,W,3,1,1,1,0,0,0,0,0,,0,0,
2023-11-29,Nate Hinton,G-F,HOU,HOU @ DEN,L,6,3,1,0,0,0,0,1,1,1.0,1,1,1.0
2023-11-29,Jalen Pickett,G,DEN,DEN vs. HOU,W,3,0,0,0,0,0,0,0,1,0.0,0,1,0.0
2023-11-29,Dillon Brooks,G-F,HOU,HOU @ DEN,L,23,11,1,2,0,0,4,4,7,0.571,1,4,0.25
2023-11-29,Jonas Valanciunas,C,NOP,NOP vs. PHI,W,32,19,6,3,0,0,2,8,9,0.889,0,1,0.0
2023-11-29,Reggie Bullock Jr.,G-F,HOU,HOU @ DEN,L,12,6,1,0,0,0,0,2,2,1.0,2,2,1.0
2023-11-29,Kentavious Caldwell-Pope,G,DEN,DEN vs. HOU,W,32,10,1,2,0,0,0,4,6,0.667,2,3,0.667
2023-11-29,Justin Holiday,F-G,DEN,DEN vs. HOU,W,27,11,3,4,2,0,0,4,7,0.571,3,5,0.6
2023-11-29,Reggie Jackson,G,DEN,DEN vs. HOU,W,24,14,2,2,0,1,0,6,14,0.429,2,7,0.286
2023-11-29,DeAndre Jordan,C,DEN,DEN vs. HOU,W,6,2,1,0,0,0,0,1,1,1.0,0,0,
2023-11-29,Tyrese Maxey,G,PHI,PHI @ NOP,L,38,33,1,3,2,0,4,13,25,0.52,3,10,0.3
2023-11-29,De'Anthony Melton,G,PHI,PHI @ NOP,L,30,17,3,6,3,1,4,5,14,0.357,4,10,0.4
2023-11-29,CJ McCollum,G,NOP,NOP vs. PHI,W,28,20,4,5,2,1,2,7,16,0.438,3,8,0.375
2023-11-29,Dyson Daniels,G,NOP,NOP vs. PHI,W,14,4,4,1,2,1,1,2,4,0.5,0,1,0.0
2023-11-29,Mo Bamba,C,PHI,PHI @ NOP,L,14,6,4,0,0,4,1,3,7,0.429,0,1,0.0
2023-11-29,Zion Williamson,F,NOP,NOP vs. PHI,W,33,33,8,6,3,0,2,11,12,0.917,0,0,
2023-11-29,Naji Marshall,F,NOP,NOP vs. PHI,W,19,4,3,3,1,1,1,1,4,0.25,1,3,0.333
2023-11-29,Robert Covington,F,PHI,PHI @ NOP,L,30,12,7,1,0,1,0,4,5,0.8,4,4,1.0
2023-11-29,Jose Alvarado,G,NOP,NOP vs. PHI,W,9,5,2,1,1,0,2,2,5,0.4,1,2,0.5
2023-11-29,Herbert Jones,F,NOP,NOP vs. PHI,W,33,7,3,6,0,0,5,3,8,0.375,0,3,0.0
2023-11-29,KJ Martin,F,PHI,PHI @ NOP,L,17,4,2,2,0,0,2,2,4,0.5,0,1,0.0
2023-11-29,Paul Reed,F,PHI,PHI @ NOP,L,27,9,4,5,1,0,3,3,4,0.75,0,1,0.0
2023-11-29,Furkan Korkmaz,G-F,PHI,PHI @ NOP,L,2,0,0,0,0,0,0,0,0,,0,0,
2023-11-29,Brandon Ingram,F,NOP,NOP vs. PHI,W,35,15,4,6,1,1,1,4,7,0.571,2,4,0.5
2023-11-29,Cody Zeller,F-C,NOP,NOP vs. PHI,W,13,1,1,0,1,0,2,0,3,0.0,0,0,
2023-11-29,Tobias Harris,F,PHI,PHI @ NOP,L,29,12,4,2,0,0,5,5,10,0.5,0,2,0.0
2023-11-29,Marcus Morris Sr.,F,PHI,PHI @ NOP,L,17,7,3,2,1,1,1,3,7,0.429,1,3,0.333
2023-11-29,Patrick Beverley,G,PHI,PHI @ NOP,L,21,11,1,7,1,0,0,3,4,0.75,1,1,1.0
2023-11-29,Nikola Jokic,C,DEN,DEN vs. HOU,W,33,32,10,15,1,0,0,12,19,0.632,1,2,0.5
2023-11-28,Aaron Wiggins,G,OKC,OKC @ MIN,L,16,8,3,1,0,0,0,3,4,0.75,2,2,1.0
2023-11-28,Stephen Curry,G,GSW,GSW @ SAC,L,37,29,10,6,0,1,5,8,20,0.4,4,12,0.333
2023-11-28,Gary Payton II,G,GSW,GSW @ SAC,L,17,7,5,1,2,1,1,3,4,0.75,0,1,0.0
2023-11-28,Davion Mitchell,G,SAC,SAC vs. GSW,W,9,4,0,0,1,0,0,1,4,0.25,0,2,0.0
2023-11-28,Andre Jackson Jr.,G,MIL,MIL @ MIA,W,3,6,1,0,0,0,0,2,2,1.0,2,2,1.0
2023-11-28,Jamal Cain,F,MIA,MIA vs. MIL,L,11,5,0,0,0,0,0,1,2,0.5,1,2,0.5
2023-11-28,Jaime Jaquez Jr.,G,MIA,MIA vs. MIL,L,33,14,4,6,1,1,1,7,9,0.778,0,1,0.0
2023-11-28,Duncan Robinson,F,MIA,MIA vs. MIL,L,31,13,3,3,0,1,2,5,11,0.455,3,7,0.429
2023-11-28,Caleb Martin,F,MIA,MIA vs. MIL,L,26,14,1,1,1,0,0,6,11,0.545,2,3,0.667
2023-11-28,Malik Beasley,G,MIL,MIL @ MIA,W,38,16,10,1,0,2,0,6,11,0.545,4,8,0.5
2023-11-28,Bobby Portis,F,MIL,MIL @ MIA,W,23,6,2,0,0,0,0,3,8,0.375,0,2,0.0
2023-11-28,Cameron Payne,G,MIL,MIL @ MIA,W,18,2,1,3,0,0,1,1,2,0.5,0,1,0.0
2023-11-28,Giannis Antetokounmpo,F,MIL,MIL @ MIA,W,40,33,10,5,3,1,4,11,16,0.688,1,2,0.5
2023-11-28,AJ Green,G,MIL,MIL @ MIA,W,2,0,0,0,0,0,0,0,1,0.0,0,1,0.0
2023-11-28,MarJon Beauchamp,F,MIL,MIL @ MIA,W,9,0,4,1,0,0,1,0,2,0.0,0,0,
2023-11-28,Bam Adebayo,C-F,MIA,MIA vs. MIL,L,42,31,10,5,0,2,2,13,27,0.481,0,0,
2023-11-28,Josh Richardson,G,MIA,MIA vs. MIL,L,37,20,3,7,0,0,0,7,13,0.538,3,7,0.429
2023-11-28,Pat Connaughton,G,MIL,MIL @ MIA,W,15,7,1,1,0,0,0,3,5,0.6,1,3,0.333
2023-11-28,Khris Middleton,F,MIL,MIL @ MIA,W,23,17,8,2,0,0,0,7,13,0.538,1,3,0.333
2023-11-28,Damian Lillard,G,MIL,MIL @ MIA,W,37,32,4,9,0,0,1,9,18,0.5,4,9,0.444
2023-11-28,Brook Lopez,C,MIL,MIL @ MIA,W,32,12,4,4,0,1,2,5,10,0.5,0,4,0.0
2023-11-28,Kevin Love,F-C,MIA,MIA vs. MIL,L,26,6,10,4,0,0,0,2,11,0.182,2,5,0.4
2023-11-28,Kyle Lowry,G,MIA,MIA vs. MIL,L,34,21,4,6,1,1,1,7,10,0.7,3,5,0.6
2023-11-28,Donovan Mitchell,G,CLE,CLE vs. ATL,W,35,40,11,5,3,1,6,14,25,0.56,3,11,0.273
2023-11-28,Saddiq Bey,G-F,ATL,ATL @ CLE,L,32,14,4,3,2,0,0,5,8,0.625,2,4,0.5
2023-11-28,Isaac Okoro,F-G,CLE,CLE vs. ATL,W,16,6,2,2,0,2,0,3,6,0.5,0,1,0.0
2023-11-28,Onyeka Okongwu,F-C,ATL,ATL @ CLE,L,22,13,9,2,0,0,0,4,8,0.5,1,1,1.0
2023-11-28,Darius Garland,G,CLE,CLE vs. ATL,W,38,19,2,8,2,0,2,7,15,0.467,2,5,0.4
2023-11-28,Trae Young,G,ATL,ATL @ CLE,L,32,13,1,10,1,0,3,3,14,0.214,2,8,0.25
2023-11-28,Jarrett Allen,C,CLE,CLE vs. ATL,W,30,11,8,2,0,0,0,5,6,0.833,0,0,
2023-11-28,Georges Niang,F,CLE,CLE vs. ATL,W,19,12,7,1,0,0,1,4,9,0.444,2,6,0.333
2023-11-28,Caris LeVert,G,CLE,CLE vs. ATL,W,30,10,3,1,1,0,4,4,8,0.5,2,5,0.4
2023-11-28,Bogdan Bogdanovic,G,ATL,ATL @ CLE,L,31,18,6,1,2,0,1,6,16,0.375,4,10,0.4
2023-11-28,Wesley Matthews,G,ATL,ATL @ CLE,L,16,0,3,2,0,0,0,0,3,0.0,0,3,0.0
2023-11-28,Trent Forrest,G,ATL,ATL @ CLE,L,4,0,0,0,0,0,0,0,1,0.0,0,0,
2023-11-28,Bruno Fernando,F-C,ATL,ATL @ CLE,L,4,2,3,0,0,0,1,1,6,0.167,0,0,
2023-11-28,Garrison Mathews,G,ATL,ATL @ CLE,L,4,0,1,0,0,0,0,0,1,0.0,0,1,0.0
2023-11-28,Evan Mobley,C,CLE,CLE vs. ATL,W,34,17,19,1,0,7,1,8,11,0.727,1,1,1.0
2023-11-28,Craig Porter Jr.,G,CLE,CLE vs. ATL,W,3,2,0,0,0,0,2,1,2,0.5,0,0,
2023-11-28,AJ Griffin,F,ATL,ATL @ CLE,L,15,0,1,0,0,0,0,0,8,0.0,0,4,0.0
2023-11-28,De'Andre Hunter,F-G,ATL,ATL @ CLE,L,26,18,4,2,0,0,0,5,12,0.417,1,6,0.167
2023-11-28,Max Strus,G-F,CLE,CLE vs. ATL,W,35,11,3,7,2,2,0,4,11,0.364,3,7,0.429
2023-11-28,Dejounte Murray,G,ATL,ATL @ CLE,L,31,13,3,1,2,1,3,5,14,0.357,3,7,0.429
2023-11-28,Clint Capela,C,ATL,ATL @ CLE,L,22,14,9,0,2,2,2,6,10,0.6,0,0,
2023-11-28,Scottie Barnes,F-G,TOR,TOR @ BKN,L,36,17,11,6,3,0,1,5,19,0.263,3,7,0.429
2023-11-28,Royce O'Neale,F,BKN,BKN vs. TOR,W,31,18,7,4,2,2,1,6,12,0.5,6,12,0.5
2023-11-28,Nic Claxton,C,BKN,BKN vs. TOR,W,32,15,8,0,0,4,0,7,10,0.7,0,0,
2023-11-28,Dorian Finney-Smith,F,BKN,BKN vs. TOR,W,26,5,9,2,1,1,0,2,10,0.2,1,4,0.25
2023-11-28,Spencer Dinwiddie,G,BKN,BKN vs. TOR,W,38,23,9,8,4,0,1,5,17,0.294,3,11,0.273
2023-11-28,Trendon Watford,F,BKN,BKN vs. TOR,W,11,2,1,0,0,0,3,1,2,0.5,0,0,
2023-11-28,Jalen McDaniels,F,TOR,TOR @ BKN,L,13,5,2,1,2,1,0,2,4,0.5,1,1,1.0
2023-11-28,Cameron Johnson,F,BKN,BKN vs. TOR,W,27,18,9,3,0,0,2,6,11,0.545,1,4,0.25
2023-11-28,Lonnie Walker IV,G-F,BKN,BKN vs. TOR,W,23,7,1,2,0,1,3,2,6,0.333,1,4,0.25
2023-11-28,Chris Boucher,F,TOR,TOR @ BKN,L,12,13,1,0,1,0,0,5,7,0.714,3,4,0.75
2023-11-28,OG Anunoby,F-G,TOR,TOR @ BKN,L,37,10,3,2,0,0,2,4,12,0.333,2,6,0.333
2023-11-28,Mikal Bridges,G-F,BKN,BKN vs. TOR,W,38,22,10,5,0,0,5,9,17,0.529,1,3,0.333
2023-11-28,Day'Ron Sharpe,C,BKN,BKN vs. TOR,W,15,5,5,2,0,0,0,2,4,0.5,0,0,
2023-11-28,JaVale McGee,C-F,SAC,SAC vs. GSW,W,5,1,1,0,0,2,1,0,1,0.0,0,0,
2023-11-28,De'Aaron Fox,G,SAC,SAC vs. GSW,W,40,29,9,7,2,0,2,9,20,0.45,2,8,0.25
2023-11-28,Shai Gilgeous-Alexander,G,OKC,OKC @ MIN,L,34,32,4,4,3,2,3,13,22,0.591,0,1,0.0
2023-11-28,Nickeil Alexander-Walker,G,MIN,MIN vs. OKC,W,26,3,2,1,0,0,2,1,7,0.143,1,5,0.2
2023-11-28,Luguentz Dort,G,OKC,OKC @ MIN,L,25,3,3,1,0,0,1,1,5,0.2,1,2,0.5
2023-11-28,Anthony Edwards,G,MIN,MIN vs. OKC,W,28,21,5,1,0,1,2,7,16,0.438,3,6,0.5
2023-11-28,Isaiah Joe,G,OKC,OKC @ MIN,L,24,9,1,3,3,0,0,3,7,0.429,1,5,0.2
2023-11-28,Chet Holmgren,C-F,OKC,OKC @ MIN,L,34,16,8,6,1,1,0,6,20,0.3,3,8,0.375
2023-11-28,Jaylin Williams,F,OKC,OKC @ MIN,L,11,3,5,3,0,0,1,1,6,0.167,1,3,0.333
2023-11-28,Ousmane Dieng,F,OKC,OKC @ MIN,L,2,0,1,0,0,0,0,0,1,0.0,0,0,
2023-11-28,Shake Milton,G-F,MIN,MIN vs. OKC,W,12,4,1,1,1,1,2,1,2,0.5,0,1,0.0
2023-11-28,Mike Conley,G,MIN,MIN vs. OKC,W,37,9,2,8,1,0,0,3,14,0.214,3,10,0.3
2023-11-28,Kyle Anderson,F-G,MIN,MIN vs. OKC,W,23,7,5,2,0,1,4,2,6,0.333,0,0,
2023-11-28,Karl-Anthony Towns,C-F,MIN,MIN vs. OKC,W,32,13,10,3,0,0,6,2,8,0.25,1,3,0.333
2023-11-28,Troy Brown Jr.,G-F,MIN,MIN vs. OKC,W,21,17,3,0,0,0,1,5,6,0.833,3,4,0.75
2023-11-28,Kenrich Williams,G-F,OKC,OKC @ MIN,L,15,2,2,0,0,0,0,1,3,0.333,0,2,0.0
2023-11-28,Naz Reid,C-F,MIN,MIN vs. OKC,W,25,15,7,2,0,2,1,6,9,0.667,3,4,0.75
2023-11-28,Josh Giddey,G,OKC,OKC @ MIN,L,28,10,6,1,0,0,2,4,8,0.5,0,1,0.0
2023-11-28,Jalen Williams,G-F,OKC,OKC @ MIN,L,34,10,3,3,0,1,1,2,10,0.2,0,3,0.0
2023-11-28,Cason Wallace,G,OKC,OKC @ MIN,L,17,10,0,0,1,0,0,3,4,0.75,3,3,1.0
2023-11-28,Tim Hardaway Jr.,G-F,DAL,DAL vs. HOU,W,22,11,1,0,0,0,0,4,12,0.333,3,8,0.375
2023-11-28,Seth Curry,G,DAL,DAL vs. HOU,W,0,0,0,0,0,0,0,0,0,,0,0,
2023-11-28,Dwight Powell,F-C,DAL,DAL vs. HOU,W,3,0,0,0,0,0,0,0,0,,0,0,
2023-11-28,Dante Exum,G,DAL,DAL vs. HOU,W,15,12,1,3,1,0,2,3,4,0.75,1,2,0.5
2023-11-28,Richaun Holmes,F,DAL,DAL vs. HOU,W,13,2,3,0,0,0,2,1,1,1.0,0,0,
2023-11-28,Dillon Brooks,G-F,HOU,HOU @ DAL,L,28,16,1,1,0,0,1,7,13,0.538,1,4,0.25
2023-11-28,Jalen Green,G,HOU,HOU @ DAL,L,34,12,3,5,0,1,2,5,14,0.357,2,6,0.333
2023-11-28,Jae'Sean Tate,F,HOU,HOU @ DAL,L,11,5,2,2,1,0,0,1,2,0.5,0,1,0.0
2023-11-28,Alperen Sengun,C,HOU,HOU @ DAL,L,35,31,9,6,0,1,3,10,19,0.526,0,2,0.0
2023-11-28,Jaden Hardy,G,DAL,DAL vs. HOU,W,4,0,0,0,0,0,0,0,1,0.0,0,0,
2023-11-28,Dereck Lively II,C,DAL,DAL vs. HOU,W,28,8,5,2,0,2,0,4,4,1.0,0,0,
2023-11-28,Jeff Green,F,HOU,HOU @ DAL,L,13,6,0,1,0,0,2,2,2,1.0,0,0,
2023-11-28,Kyrie Irving,G,DAL,DAL vs. HOU,W,36,27,2,5,1,1,0,8,22,0.364,2,7,0.286
2023-11-28,Fred VanVleet,G,HOU,HOU @ DAL,L,41,10,4,12,1,1,0,3,9,0.333,1,7,0.143
2023-11-28,Derrick Jones Jr.,F,DAL,DAL vs. HOU,W,34,15,6,1,1,0,0,5,7,0.714,2,3,0.667
2023-11-28,Aaron Holiday,G,HOU,HOU @ DAL,L,21,8,4,4,0,0,1,3,8,0.375,2,4,0.5
2023-11-28,Luka Doncic,F-G,DAL,DAL vs. HOU,W,38,41,9,9,2,0,0,15,29,0.517,3,10,0.3
2023-11-28,Grant Williams,F,DAL,DAL vs. HOU,W,18,0,4,3,0,0,2,0,5,0.0,0,3,0.0
2023-11-28,Josh Green,G,DAL,DAL vs. HOU,W,30,5,7,2,0,1,1,2,4,0.5,1,1,1.0
2023-11-28,Jabari Smith Jr.,F,HOU,HOU @ DAL,L,37,16,9,2,0,1,1,7,11,0.636,2,5,0.4
2023-11-28,Tari Eason,F,HOU,HOU @ DAL,L,21,11,8,0,0,2,2,4,7,0.571,0,0,
2023-11-28,Chris Paul,G,GSW,GSW @ SAC,L,5,3,0,0,2,0,0,1,2,0.5,1,2,0.5
2023-11-28,Harrison Barnes,F,SAC,SAC vs. GSW,W,26,12,4,1,1,1,1,5,8,0.625,2,5,0.4
2023-11-28,Dario Saric,F-C,GSW,GSW @ SAC,L,17,10,2,3,0,0,0,3,7,0.429,2,4,0.5
2023-11-28,Domantas Sabonis,F-C,SAC,SAC vs. GSW,W,37,9,8,10,1,0,1,2,7,0.286,0,1,0.0
2023-11-28,Kevin Huerter,G-F,SAC,SAC vs. GSW,W,33,21,9,5,0,0,1,8,14,0.571,4,7,0.571
2023-11-28,Jonathan Kuminga,F,GSW,GSW @ SAC,L,10,0,1,0,0,0,2,0,3,0.0,0,1,0.0
2023-11-28,Chris Duarte,G,SAC,SAC vs. GSW,W,14,5,0,0,2,0,0,2,4,0.5,0,1,0.0
2023-11-28,Kessler Edwards,F,SAC,SAC vs. GSW,W,5,0,2,0,0,0,0,0,1,0.0,0,1,0.0
